INFO 2025-05-20 10:35:22,796 autoreload 91915 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 13:18:23,195 basehttp 66435 6161428480 "GET /admin/user/user/ HTTP/1.1" 200 15709
INFO 2025-05-21 13:18:23,230 basehttp 66435 6161428480 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:18:26,753 basehttp 66435 6161428480 "GET /admin/user/systemsetting/ HTTP/1.1" 200 12709
INFO 2025-05-21 13:18:26,795 basehttp 66435 6161428480 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:18:27,494 basehttp 66435 6161428480 "GET /admin/user/invitationcode/ HTTP/1.1" 200 18272
INFO 2025-05-21 13:18:27,509 basehttp 66435 6161428480 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:18:28,182 basehttp 66435 6161428480 "GET /admin/user/invitationrecord/ HTTP/1.1" 200 14363
INFO 2025-05-21 13:18:28,197 basehttp 66435 6161428480 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:18:28,740 basehttp 66435 6161428480 "GET /admin/user/verificationcode/ HTTP/1.1" 200 14790
INFO 2025-05-21 13:18:28,758 basehttp 66435 6161428480 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:19:12,675 autoreload 66435 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/admin.py changed, reloading.
INFO 2025-05-21 13:19:13,209 autoreload 66831 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 13:19:28,165 autoreload 66831 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/admin.py changed, reloading.
INFO 2025-05-21 13:19:28,861 autoreload 66866 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 13:19:50,000 autoreload 66866 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/admin.py changed, reloading.
INFO 2025-05-21 13:19:50,866 autoreload 66935 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 13:20:00,845 autoreload 66935 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/admin.py changed, reloading.
INFO 2025-05-21 13:20:01,489 autoreload 66964 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 13:21:48,949 autoreload 66964 8462421120 /Users/liuzhao/Documents/Projects/Cooltrade/backend/user/admin.py changed, reloading.
INFO 2025-05-21 13:21:49,857 autoreload 67165 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 13:21:59,131 autoreload 67344 8462421120 Watching for file changes with StatReloader
INFO 2025-05-21 13:22:23,761 basehttp 67344 6171095040 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-05-21 13:22:23,861 basehttp 67344 6171095040 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4188
INFO 2025-05-21 13:22:43,283 basehttp 67165 6194442240 "GET /admin/user/verificationcode/ HTTP/1.1" 200 14790
INFO 2025-05-21 13:22:43,343 basehttp 67165 6194442240 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:22:44,329 basehttp 67165 6194442240 "GET /admin/user/verificationcode/ HTTP/1.1" 200 14790
INFO 2025-05-21 13:22:44,364 basehttp 67165 6194442240 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:23:11,203 basehttp 67165 6194442240 "GET /admin/user/user/ HTTP/1.1" 200 15709
INFO 2025-05-21 13:23:11,228 basehttp 67165 6194442240 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:23:15,038 basehttp 67165 6194442240 "GET /admin/user/user/ HTTP/1.1" 200 15709
INFO 2025-05-21 13:23:15,058 basehttp 67165 6194442240 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:23:16,199 basehttp 67165 6194442240 "GET /admin/user/user/ HTTP/1.1" 200 15709
INFO 2025-05-21 13:23:16,211 basehttp 67165 6194442240 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:23:16,392 basehttp 67165 6194442240 "GET /admin/user/user/ HTTP/1.1" 200 15709
INFO 2025-05-21 13:23:16,405 basehttp 67165 6194442240 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:23:20,298 basehttp 67165 6194442240 "GET /admin/user/systemsetting/ HTTP/1.1" 200 12709
INFO 2025-05-21 13:23:20,330 basehttp 67165 6194442240 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:23:21,832 basehttp 67165 6194442240 "GET /admin/user/invitationcode/ HTTP/1.1" 200 18272
INFO 2025-05-21 13:23:21,849 basehttp 67165 6194442240 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:23:24,672 basehttp 67165 6194442240 "GET /admin/user/user/ HTTP/1.1" 200 15709
INFO 2025-05-21 13:23:24,690 basehttp 67165 6194442240 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:23:27,089 basehttp 67165 6194442240 "GET /admin/user/user/?o=5 HTTP/1.1" 200 16177
INFO 2025-05-21 13:23:27,411 basehttp 67165 6194442240 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
INFO 2025-05-21 13:23:28,366 basehttp 67165 6194442240 "GET /admin/user/user/?o=-5 HTTP/1.1" 200 16197
INFO 2025-05-21 13:23:28,381 basehttp 67165 6194442240 "GET /admin/jsi18n/ HTTP/1.1" 200 8560
